exam_name,section_title,case_study_title,visit_title,question_text,question_type,max_question_points,option_1,option_2,option_3,option_4,correct_option,tag_1_category,tag_1_area,tag_2_category,tag_2_area
"Empty Exam for CSV Import (11 Sections)","Section 5: Cognitive Interventions","Clinical Case Study 5","Session 1","Master Question 60: [Topic: Cognitive Interventions] Based on the clinical data, what is the best ethical approach?",single,1,"Option A: Clinical protocol prioritized for the patient.","Option B: Secondary diagnostic evaluation required.","Option C: Consultation with a multi-disciplinary team.","Option D: Immediate documentation and ethical review.",4,"Counselor Work Behavior Areas (Domains)","Intake, Assessment and Diagnosis","CACREP Areas","Human Growth and Development"
"Empty Exam for CSV Import (11 Sections)","Section 6: Ethical Standards","Clinical Case Study 6","Session 1","Master Question 61: [Topic: Ethical Standards] Based on the clinical data, what is the best ethical approach?",single,1,"Option A: Clinical protocol prioritized for the patient.","Option B: Secondary diagnostic evaluation required.","Option C: Consultation with a multi-disciplinary team.","Option D: Immediate documentation and ethical review.",2,"Counselor Work Behavior Areas (Domains)","Treatment Planning Counseling Skills","CACREP Areas","Social and Cultural Diversity"
"Empty Exam for CSV Import (11 Sections)","Section 7: Multicultural Issues","Clinical Case Study 7","Session 1","Master Question 62: [Topic: Multicultural Issues] Based on the clinical data, what is the best ethical approach?",single,1,"Option A: Clinical protocol prioritized for the patient.","Option B: Secondary diagnostic evaluation required.","Option C: Consultation with a multi-disciplinary team.","Option D: Immediate documentation and ethical review.",1,"Counselor Work Behavior Areas (Domains)","Core Counselor Attributes","CACREP Areas","Counseling and Helping Relationships"
"Empty Exam for CSV Import (11 Sections)","Section 8: Lifespan Development","Clinical Case Study 8","Session 1","Master Question 63: [Topic: Lifespan Development] Based on the clinical data, what is the best ethical approach?",single,1,"Option A: Clinical protocol prioritized for the patient.","Option B: Secondary diagnostic evaluation required.","Option C: Consultation with a multi-disciplinary team.","Option D: Immediate documentation and ethical review.",1,"Counselor Work Behavior Areas (Domains)","Intake, Assessment and Diagnosis","CACREP Areas","Human Growth and Development"
"Empty Exam for CSV Import (11 Sections)","Section 9: Research and Evaluation","Clinical Case Study 9","Session 1","Master Question 64: [Topic: Research and Evaluation] Based on the clinical data, what is the best ethical approach?",single,1,"Option A: Clinical protocol prioritized for the patient.","Option B: Secondary diagnostic evaluation required.","Option C: Consultation with a multi-disciplinary team.","Option D: Immediate documentation and ethical review.",4,"Counselor Work Behavior Areas (Domains)","Treatment Planning Counseling Skills","CACREP Areas","Counseling and Helping Relationships"
"Empty Exam for CSV Import (11 Sections)","Section 10: Group Process","Clinical Case Study 10","Session 1","Master Question 65: [Topic: Group Process] Based on the clinical data, what is the best ethical approach?",single,1,"Option A: Clinical protocol prioritized for the patient.","Option B: Secondary diagnostic evaluation required.","Option C: Consultation with a multi-disciplinary team.","Option D: Immediate documentation and ethical review.",3,"Counselor Work Behavior Areas (Domains)","Professional Practice and Ethics","CACREP Areas","Assessment and Testing"
"Empty Exam for CSV Import (11 Sections)","Section 11: Career Transitions","Clinical Case Study 11","Session 1","Master Question 66: [Topic: Career Transitions] Based on the clinical data, what is the best ethical approach?",single,1,"Option A: Clinical protocol prioritized for the patient.","Option B: Secondary diagnostic evaluation required.","Option C: Consultation with a multi-disciplinary team.","Option D: Immediate documentation and ethical review.",3,"Counselor Work Behavior Areas (Domains)","Intake, Assessment and Diagnosis","CACREP Areas","Counseling and Helping Relationships"
"Empty Exam for CSV Import (11 Sections)","Section 1: Foundations of Counseling","Clinical Case Study 1","Session 1","Master Question 67: [Topic: Foundations of Counseling] Based on the clinical data, what is the best ethical approach?",single,1,"Option A: Clinical protocol prioritized for the patient.","Option B: Secondary diagnostic evaluation required.","Option C: Consultation with a multi-disciplinary team.","Option D: Immediate documentation and ethical review.",1,"Counselor Work Behavior Areas (Domains)","Core Counselor Attributes","CACREP Areas","Assessment and Testing"
"Empty Exam for CSV Import (11 Sections)","Section 2: Clinical Assessment","Clinical Case Study 2","Session 1","Master Question 68: [Topic: Clinical Assessment] Based on the clinical data, what is the best ethical approach?",single,1,"Option A: Clinical protocol prioritized for the patient.","Option B: Secondary diagnostic evaluation required.","Option C: Consultation with a multi-disciplinary team.","Option D: Immediate documentation and ethical review.",1,"Counselor Work Behavior Areas (Domains)","Professional Practice and Ethics","CACREP Areas","Research and Program Evaluation"
"Empty Exam for CSV Import (11 Sections)","Section 3: DSM-5 Diagnosis","Clinical Case Study 3","Session 1","Master Question 69: [Topic: DSM-5 Diagnosis] Based on the clinical data, what is the best ethical approach?",single,1,"Option A: Clinical protocol prioritized for the patient.","Option B: Secondary diagnostic evaluation required.","Option C: Consultation with a multi-disciplinary team.","Option D: Immediate documentation and ethical review.",2,"Counselor Work Behavior Areas (Domains)","Core Counselor Attributes","CACREP Areas","Human Growth and Development"
"Empty Exam for CSV Import (11 Sections)","Section 4: Treatment Planning","Clinical Case Study 4","Session 1","Master Question 70: [Topic: Treatment Planning] Based on the clinical data, what is the best ethical approach?",single,1,"Option A: Clinical protocol prioritized for the patient.","Option B: Secondary diagnostic evaluation required.","Option C: Consultation with a multi-disciplinary team.","Option D: Immediate documentation and ethical review.",1,"Counselor Work Behavior Areas (Domains)","Treatment Planning Counseling Skills","CACREP Areas","Assessment and Testing"
"Empty Exam for CSV Import (11 Sections)","Section 5: Cognitive Interventions","Clinical Case Study 5","Session 1","Master Question 71: [Topic: Cognitive Interventions] Based on the clinical data, what is the best ethical approach?",single,1,"Option A: Clinical protocol prioritized for the patient.","Option B: Secondary diagnostic evaluation required.","Option C: Consultation with a multi-disciplinary team.","Option D: Immediate documentation and ethical review.",2,"Counselor Work Behavior Areas (Domains)","Intake, Assessment and Diagnosis","CACREP Areas","Counseling and Helping Relationships"
"Empty Exam for CSV Import (11 Sections)","Section 6: Ethical Standards","Clinical Case Study 6","Session 1","Master Question 72: [Topic: Ethical Standards] Based on the clinical data, what is the best ethical approach?",single,1,"Option A: Clinical protocol prioritized for the patient.","Option B: Secondary diagnostic evaluation required.","Option C: Consultation with a multi-disciplinary team.","Option D: Immediate documentation and ethical review.",1,"Counselor Work Behavior Areas (Domains)","Core Counselor Attributes","CACREP Areas","Assessment and Testing"
"Empty Exam for CSV Import (11 Sections)","Section 7: Multicultural Issues","Clinical Case Study 7","Session 1","Master Question 73: [Topic: Multicultural Issues] Based on the clinical data, what is the best ethical approach?",single,1,"Option A: Clinical protocol prioritized for the patient.","Option B: Secondary diagnostic evaluation required.","Option C: Consultation with a multi-disciplinary team.","Option D: Immediate documentation and ethical review.",1,"Counselor Work Behavior Areas (Domains)","Core Counselor Attributes","CACREP Areas","Research and Program Evaluation"
"Empty Exam for CSV Import (11 Sections)","Section 8: Lifespan Development","Clinical Case Study 8","Session 1","Master Question 74: [Topic: Lifespan Development] Based on the clinical data, what is the best ethical approach?",single,1,"Option A: Clinical protocol prioritized for the patient.","Option B: Secondary diagnostic evaluation required.","Option C: Consultation with a multi-disciplinary team.","Option D: Immediate documentation and ethical review.",1,"Counselor Work Behavior Areas (Domains)","Intake, Assessment and Diagnosis","CACREP Areas","Group Counseling and Group Work"
"Empty Exam for CSV Import (11 Sections)","Section 9: Research and Evaluation","Clinical Case Study 9","Session 1","Master Question 75: [Topic: Research and Evaluation] Based on the clinical data, what is the best ethical approach?",single,1,"Option A: Clinical protocol prioritized for the patient.","Option B: Secondary diagnostic evaluation required.","Option C: Consultation with a multi-disciplinary team.","Option D: Immediate documentation and ethical review.",3,"Counselor Work Behavior Areas (Domains)","Professional Practice and Ethics","CACREP Areas","Social and Cultural Diversity"
"Empty Exam for CSV Import (11 Sections)","Section 10: Group Process","Clinical Case Study 10","Session 1","Master Question 76: [Topic: Group Process] Based on the clinical data, what is the best ethical approach?",single,1,"Option A: Clinical protocol prioritized for the patient.","Option B: Secondary diagnostic evaluation required.","Option C: Consultation with a multi-disciplinary team.","Option D: Immediate documentation and ethical review.",1,"Counselor Work Behavior Areas (Domains)","Counseling Skills and Interventions","CACREP Areas","Assessment and Testing"
"Empty Exam for CSV Import (11 Sections)","Section 11: Career Transitions","Clinical Case Study 11","Session 1","Master Question 77: [Topic: Career Transitions] Based on the clinical data, what is the best ethical approach?",single,1,"Option A: Clinical protocol prioritized for the patient.","Option B: Secondary diagnostic evaluation required.","Option C: Consultation with a multi-disciplinary team.","Option D: Immediate documentation and ethical review.",3,"Counselor Work Behavior Areas (Domains)","Core Counselor Attributes","CACREP Areas","Research and Program Evaluation"
"Empty Exam for CSV Import (11 Sections)","Section 1: Foundations of Counseling","Clinical Case Study 1","Session 1","Master Question 78: [Topic: Foundations of Counseling] Based on the clinical data, what is the best ethical approach?",single,1,"Option A: Clinical protocol prioritized for the patient.","Option B: Secondary diagnostic evaluation required.","Option C: Consultation with a multi-disciplinary team.","Option D: Immediate documentation and ethical review.",1,"Counselor Work Behavior Areas (Domains)","Core Counselor Attributes","CACREP Areas","Group Counseling and Group Work"
"Empty Exam for CSV Import (11 Sections)","Section 2: Clinical Assessment","Clinical Case Study 2","Session 1","Master Question 79: [Topic: Clinical Assessment] Based on the clinical data, what is the best ethical approach?",single,1,"Option A: Clinical protocol prioritized for the patient.","Option B: Secondary diagnostic evaluation required.","Option C: Consultation with a multi-disciplinary team.","Option D: Immediate documentation and ethical review.",1,"Counselor Work Behavior Areas (Domains)","Intake, Assessment and Diagnosis","CACREP Areas","Group Counseling and Group Work"
"Empty Exam for CSV Import (11 Sections)","Section 3: DSM-5 Diagnosis","Clinical Case Study 3","Session 1","Master Question 80: [Topic: DSM-5 Diagnosis] Based on the clinical data, what is the best ethical approach?",single,1,"Option A: Clinical protocol prioritized for the patient.","Option B: Secondary diagnostic evaluation required.","Option C: Consultation with a multi-disciplinary team.","Option D: Immediate documentation and ethical review.",1,"Counselor Work Behavior Areas (Domains)","Professional Practice and Ethics","CACREP Areas","Human Growth and Development"
"Empty Exam for CSV Import (11 Sections)","Section 4: Treatment Planning","Clinical Case Study 4","Session 1","Master Question 81: [Topic: Treatment Planning] Based on the clinical data, what is the best ethical approach?",single,1,"Option A: Clinical protocol prioritized for the patient.","Option B: Secondary diagnostic evaluation required.","Option C: Consultation with a multi-disciplinary team.","Option D: Immediate documentation and ethical review.",4,"Counselor Work Behavior Areas (Domains)","Treatment Planning Counseling Skills","CACREP Areas","Counseling and Helping Relationships"
"Empty Exam for CSV Import (11 Sections)","Section 5: Cognitive Interventions","Clinical Case Study 5","Session 1","Master Question 82: [Topic: Cognitive Interventions] Based on the clinical data, what is the best ethical approach?",single,1,"Option A: Clinical protocol prioritized for the patient.","Option B: Secondary diagnostic evaluation required.","Option C: Consultation with a multi-disciplinary team.","Option D: Immediate documentation and ethical review.",3,"Counselor Work Behavior Areas (Domains)","Counseling Skills and Interventions","CACREP Areas","Counseling and Helping Relationships"
"Empty Exam for CSV Import (11 Sections)","Section 6: Ethical Standards","Clinical Case Study 6","Session 1","Master Question 83: [Topic: Ethical Standards] Based on the clinical data, what is the best ethical approach?",single,1,"Option A: Clinical protocol prioritized for the patient.","Option B: Secondary diagnostic evaluation required.","Option C: Consultation with a multi-disciplinary team.","Option D: Immediate documentation and ethical review.",1,"Counselor Work Behavior Areas (Domains)","Counseling Skills and Interventions","CACREP Areas","Assessment and Testing"
"Empty Exam for CSV Import (11 Sections)","Section 7: Multicultural Issues","Clinical Case Study 7","Session 1","Master Question 84: [Topic: Multicultural Issues] Based on the clinical data, what is the best ethical approach?",single,1,"Option A: Clinical protocol prioritized for the patient.","Option B: Secondary diagnostic evaluation required.","Option C: Consultation with a multi-disciplinary team.","Option D: Immediate documentation and ethical review.",2,"Counselor Work Behavior Areas (Domains)","Intake, Assessment and Diagnosis","CACREP Areas","Human Growth and Development"
"Empty Exam for CSV Import (11 Sections)","Section 8: Lifespan Development","Clinical Case Study 8","Session 1","Master Question 85: [Topic: Lifespan Development] Based on the clinical data, what is the best ethical approach?",single,1,"Option A: Clinical protocol prioritized for the patient.","Option B: Secondary diagnostic evaluation required.","Option C: Consultation with a multi-disciplinary team.","Option D: Immediate documentation and ethical review.",1,"Counselor Work Behavior Areas (Domains)","Professional Practice and Ethics","CACREP Areas","Research and Program Evaluation"
"Empty Exam for CSV Import (11 Sections)","Section 9: Research and Evaluation","Clinical Case Study 9","Session 1","Master Question 86: [Topic: Research and Evaluation] Based on the clinical data, what is the best ethical approach?",single,1,"Option A: Clinical protocol prioritized for the patient.","Option B: Secondary diagnostic evaluation required.","Option C: Consultation with a multi-disciplinary team.","Option D: Immediate documentation and ethical review.",3,"Counselor Work Behavior Areas (Domains)","Counseling Skills and Interventions","CACREP Areas","Assessment and Testing"
"Empty Exam for CSV Import (11 Sections)","Section 10: Group Process","Clinical Case Study 10","Session 1","Master Question 87: [Topic: Group Process] Based on the clinical data, what is the best ethical approach?",single,1,"Option A: Clinical protocol prioritized for the patient.","Option B: Secondary diagnostic evaluation required.","Option C: Consultation with a multi-disciplinary team.","Option D: Immediate documentation and ethical review.",1,"Counselor Work Behavior Areas (Domains)","Treatment Planning Counseling Skills","CACREP Areas","Assessment and Testing"
"Empty Exam for CSV Import (11 Sections)","Section 11: Career Transitions","Clinical Case Study 11","Session 1","Master Question 88: [Topic: Career Transitions] Based on the clinical data, what is the best ethical approach?",single,1,"Option A: Clinical protocol prioritized for the patient.","Option B: Secondary diagnostic evaluation required.","Option C: Consultation with a multi-disciplinary team.","Option D: Immediate documentation and ethical review.",4,"Counselor Work Behavior Areas (Domains)","Treatment Planning Counseling Skills","CACREP Areas","Research and Program Evaluation"
"Empty Exam for CSV Import (11 Sections)","Section 1: Foundations of Counseling","Clinical Case Study 1","Session 1","Master Question 89: [Topic: Foundations of Counseling] Based on the clinical data, what is the best ethical approach?",single,1,"Option A: Clinical protocol prioritized for the patient.","Option B: Secondary diagnostic evaluation required.","Option C: Consultation with a multi-disciplinary team.","Option D: Immediate documentation and ethical review.",3,"Counselor Work Behavior Areas (Domains)","Core Counselor Attributes","CACREP Areas","Assessment and Testing"
"Empty Exam for CSV Import (11 Sections)","Section 2: Clinical Assessment","Clinical Case Study 2","Session 1","Master Question 90: [Topic: Clinical Assessment] Based on the clinical data, what is the best ethical approach?",single,1,"Option A: Clinical protocol prioritized for the patient.","Option B: Secondary diagnostic evaluation required.","Option C: Consultation with a multi-disciplinary team.","Option D: Immediate documentation and ethical review.",2,"Counselor Work Behavior Areas (Domains)","Professional Practice and Ethics","CACREP Areas","Counseling and Helping Relationships"
"Empty Exam for CSV Import (11 Sections)","Section 3: DSM-5 Diagnosis","Clinical Case Study 3","Session 1","Master Question 91: [Topic: DSM-5 Diagnosis] Based on the clinical data, what is the best ethical approach?",single,1,"Option A: Clinical protocol prioritized for the patient.","Option B: Secondary diagnostic evaluation required.","Option C: Consultation with a multi-disciplinary team.","Option D: Immediate documentation and ethical review.",3,"Counselor Work Behavior Areas (Domains)","Core Counselor Attributes","CACREP Areas","Group Counseling and Group Work"
"Empty Exam for CSV Import (11 Sections)","Section 4: Treatment Planning","Clinical Case Study 4","Session 1","Master Question 92: [Topic: Treatment Planning] Based on the clinical data, what is the best ethical approach?",single,1,"Option A: Clinical protocol prioritized for the patient.","Option B: Secondary diagnostic evaluation required.","Option C: Consultation with a multi-disciplinary team.","Option D: Immediate documentation and ethical review.",1,"Counselor Work Behavior Areas (Domains)","Treatment Planning Counseling Skills","CACREP Areas","Research and Program Evaluation"
"Empty Exam for CSV Import (11 Sections)","Section 5: Cognitive Interventions","Clinical Case Study 5","Session 1","Master Question 93: [Topic: Cognitive Interventions] Based on the clinical data, what is the best ethical approach?",single,1,"Option A: Clinical protocol prioritized for the patient.","Option B: Secondary diagnostic evaluation required.","Option C: Consultation with a multi-disciplinary team.","Option D: Immediate documentation and ethical review.",4,"Counselor Work Behavior Areas (Domains)","Intake, Assessment and Diagnosis","CACREP Areas","Counseling and Helping Relationships"
"Empty Exam for CSV Import (11 Sections)","Section 6: Ethical Standards","Clinical Case Study 6","Session 1","Master Question 94: [Topic: Ethical Standards] Based on the clinical data, what is the best ethical approach?",single,1,"Option A: Clinical protocol prioritized for the patient.","Option B: Secondary diagnostic evaluation required.","Option C: Consultation with a multi-disciplinary team.","Option D: Immediate documentation and ethical review.",1,"Counselor Work Behavior Areas (Domains)","Professional Practice and Ethics","CACREP Areas","Social and Cultural Diversity"
"Empty Exam for CSV Import (11 Sections)","Section 7: Multicultural Issues","Clinical Case Study 7","Session 1","Master Question 95: [Topic: Multicultural Issues] Based on the clinical data, what is the best ethical approach?",single,1,"Option A: Clinical protocol prioritized for the patient.","Option B: Secondary diagnostic evaluation required.","Option C: Consultation with a multi-disciplinary team.","Option D: Immediate documentation and ethical review.",1,"Counselor Work Behavior Areas (Domains)","Core Counselor Attributes","CACREP Areas","Human Growth and Development"
"Empty Exam for CSV Import (11 Sections)","Section 8: Lifespan Development","Clinical Case Study 8","Session 1","Master Question 96: [Topic: Lifespan Development] Based on the clinical data, what is the best ethical approach?",single,1,"Option A: Clinical protocol prioritized for the patient.","Option B: Secondary diagnostic evaluation required.","Option C: Consultation with a multi-disciplinary team.","Option D: Immediate documentation and ethical review.",4,"Counselor Work Behavior Areas (Domains)","Treatment Planning Counseling Skills","CACREP Areas","Counseling and Helping Relationships"
"Empty Exam for CSV Import (11 Sections)","Section 9: Research and Evaluation","Clinical Case Study 9","Session 1","Master Question 97: [Topic: Research and Evaluation] Based on the clinical data, what is the best ethical approach?",single,1,"Option A: Clinical protocol prioritized for the patient.","Option B: Secondary diagnostic evaluation required.","Option C: Consultation with a multi-disciplinary team.","Option D: Immediate documentation and ethical review.",3,"Counselor Work Behavior Areas (Domains)","Intake, Assessment and Diagnosis","CACREP Areas","Group Counseling and Group Work"
"Empty Exam for CSV Import (11 Sections)","Section 10: Group Process","Clinical Case Study 10","Session 1","Master Question 98: [Topic: Group Process] Based on the clinical data, what is the best ethical approach?",single,1,"Option A: Clinical protocol prioritized for the patient.","Option B: Secondary diagnostic evaluation required.","Option C: Consultation with a multi-disciplinary team.","Option D: Immediate documentation and ethical review.",3,"Counselor Work Behavior Areas (Domains)","Counseling Skills and Interventions","CACREP Areas","Research and Program Evaluation"
"Empty Exam for CSV Import (11 Sections)","Section 11: Career Transitions","Clinical Case Study 11","Session 1","Master Question 99: [Topic: Career Transitions] Based on the clinical data, what is the best ethical approach?",single,1,"Option A: Clinical protocol prioritized for the patient.","Option B: Secondary diagnostic evaluation required.","Option C: Consultation with a multi-disciplinary team.","Option D: Immediate documentation and ethical review.",4,"Counselor Work Behavior Areas (Domains)","Intake, Assessment and Diagnosis","CACREP Areas","Research and Program Evaluation"
"Empty Exam for CSV Import (11 Sections)","Section 1: Foundations of Counseling","Clinical Case Study 1","Session 1","Master Question 100: [Topic: Foundations of Counseling] Based on the clinical data, what is the best ethical approach?",single,1,"Option A: Clinical protocol prioritized for the patient.","Option B: Secondary diagnostic evaluation required.","Option C: Consultation with a multi-disciplinary team.","Option D: Immediate documentation and ethical review.",2,"Counselor Work Behavior Areas (Domains)","Counseling Skills and Interventions","CACREP Areas","Group Counseling and Group Work"
